"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ASPH",1.06519020791743e-112,0.840938199941779,0.278,0.077,2.45568950533284e-108,"vRG","ASPH"
"LINC00982",5.16505265683849e-112,0.561887469765308,0.106,0.014,1.19075123950755e-107,"vRG","LINC00982"
"GRIA2",5.91373937353383e-112,-2.23033123940004,0.107,0.462,1.36335347517449e-107,"vRG","GRIA2"
"ENSG00000168824",2.32994856980931e-111,-2.06249635899523,0.021,0.379,5.37146343283839e-107,"vRG","ENSG00000168824"
"ENO1",5.76996232774663e-111,0.92640684728487,0.507,0.213,1.33020711503871e-106,"vRG","ENO1"
"AASS",9.07369643210586e-111,0.613020536154961,0.136,0.022,2.09184997545769e-106,"vRG","AASS"
"HSDL2",3.89855284251651e-110,0.807332849266422,0.196,0.043,8.98772372313757e-106,"vRG","HSDL2"
"MLLT3",8.07710647834884e-110,-2.04787343229824,0.101,0.454,1.86209612751854e-105,"vRG","MLLT3"
"INSIG1",1.57985135005395e-109,1.1395412467446,0.424,0.162,3.64218930241437e-105,"vRG","INSIG1"
"LGALS1",1.96050322768884e-109,0.613595049805266,0.153,0.028,4.51974414111385e-105,"vRG","LGALS1"
"HSPE1",2.21851254192682e-109,0.930623548415347,0.587,0.275,5.11455881415808e-105,"vRG","HSPE1"
"MAST4",2.33603461050995e-109,0.577397018639056,0.121,0.018,5.38549419106964e-105,"vRG","MAST4"
"ANP32E",2.59890428499373e-109,0.742353169554549,0.394,0.133,5.99151393862454e-105,"vRG","ANP32E"
"CNTLN",1.20215218170101e-108,0.885608729681273,0.303,0.09,2.77144163969351e-104,"vRG","CNTLN"
"SATB2",1.4728756055035e-108,-2.44615929617901,0.024,0.375,3.39556742092776e-104,"vRG","SATB2"
"KIDINS220",5.14280922349067e-108,-1.67987675920106,0.27,0.586,1.18562323838354e-103,"vRG","KIDINS220"
"TUBB",6.13594359623505e-108,-1.01383976838395,0.661,0.827,1.41458043667603e-103,"vRG","TUBB"
"MAGI2-AS3",1.61415462660403e-107,0.801414388841417,0.241,0.062,3.72127207617294e-103,"vRG","MAGI2-AS3"
"TMEM98",3.08842359514196e-107,0.758254178061888,0.25,0.065,7.12005175624026e-103,"vRG","TMEM98"
"TMEM123",9.22944632752168e-107,0.686485857974422,0.31,0.092,2.12775655634685e-102,"vRG","TMEM123"
"ZBTB18",1.1505336285097e-106,-1.99557330180287,0.165,0.492,2.65244022716625e-102,"vRG","ZBTB18"
"QPRT",2.43627665892677e-106,0.47694686676918,0.101,0.013,5.61659220948976e-102,"vRG","QPRT"
"HEY1",4.24001127566484e-106,0.657918789934574,0.152,0.028,9.77492199491773e-102,"vRG","HEY1"
"ARHGEF6",1.84803806810784e-105,0.545185412346607,0.105,0.014,4.26046696221582e-101,"vRG","ARHGEF6"
"FNBP1L",1.65171185594786e-104,-1.44260568152905,0.447,0.679,3.8078565127022e-100,"vRG","FNBP1L"
"DARS",3.97147021294143e-104,0.73793267634149,0.296,0.088,9.15582742891517e-100,"vRG","DARS"
"NDRG2",7.82132417122173e-104,0.775192947603193,0.24,0.063,1.80312807443346e-99,"vRG","NDRG2"
"FAM114A1",1.84560235307076e-102,0.649308414950963,0.124,0.02,4.25485166476932e-98,"vRG","FAM114A1"
"SLCO1C1",3.66046953344674e-102,0.637945563178724,0.131,0.022,8.43884646240811e-98,"vRG","SLCO1C1"
"TMBIM6",1.49835035447935e-101,0.925344730771435,0.612,0.308,3.4542969072167e-97,"vRG","TMBIM6"
"MCM4",2.79681368399777e-101,0.909221564904662,0.283,0.085,6.44777426708847e-97,"vRG","MCM4"
"HEATR5A",6.205085485021e-101,0.476715512721876,0.106,0.015,1.43052040771674e-96,"vRG","HEATR5A"
"YBX3",1.05560764206044e-100,0.53100075300055,0.113,0.017,2.43359785800614e-96,"vRG","YBX3"
"SYT11",3.42346275727024e-100,0.936124818619538,0.574,0.273,7.89245104061082e-96,"vRG","SYT11"
"MAP2",8.21240395982104e-100,-1.14269950829277,0.614,0.768,1.89328760889714e-95,"vRG","MAP2"
"PHIP",8.3457804117795e-100,0.893806776583448,0.68,0.365,1.92403621613165e-95,"vRG","PHIP"
"GLO1",1.63189945473029e-99,0.886089491840494,0.433,0.169,3.76218100293521e-95,"vRG","GLO1"
"SCP2",1.8533419065002e-99,0.825747256934753,0.293,0.09,4.27269443124557e-95,"vRG","SCP2"
"MCUB",3.04242493417668e-99,0.617797953528335,0.153,0.03,7.01400644325093e-95,"vRG","MCUB"
"MGAT4C",3.87929197861777e-99,0.638034535345723,0.141,0.026,8.94331972750541e-95,"vRG","MGAT4C"
"SCG3",5.42664816874775e-99,-1.92166163659705,0.016,0.347,1.25105946882311e-94,"vRG","SCG3"
"FHOD3",2.09569310511456e-98,0.82489344418536,0.31,0.1,4.83141088453111e-94,"vRG","FHOD3"
"EEF1D",6.41517458852477e-98,0.918291618447978,0.482,0.207,1.4789543496385e-93,"vRG","EEF1D"
"IDI1",1.03689454894258e-97,0.950073693481598,0.529,0.241,2.39045669313221e-93,"vRG","IDI1"
"FGFR2",1.6685497093142e-97,0.577421469580869,0.16,0.032,3.84667449985297e-93,"vRG","FGFR2"
"SHTN1",2.03966577585778e-97,-1.87454231950298,0.048,0.378,4.70224547966252e-93,"vRG","SHTN1"
"EZR",3.57645225707022e-96,0.795539006084726,0.783,0.477,8.2451530334497e-92,"vRG","EZR"
"PAXIP1-AS1",6.41657188859534e-96,0.777444998267079,0.152,0.031,1.47927648319677e-91,"vRG","PAXIP1-AS1"
"JAM2",6.63966453052979e-96,0.698998033892126,0.185,0.042,1.53070826086834e-91,"vRG","JAM2"
"P4HA1",1.72314771738909e-95,0.56069384796133,0.155,0.031,3.97254474766881e-91,"vRG","P4HA1"
"ZEB1",3.40155929695089e-95,0.769327623801688,0.396,0.145,7.84195480319058e-91,"vRG","ZEB1"
"NPY",1.60296212117282e-94,1.06580286058351,0.248,0.072,3.69546887415182e-90,"vRG","NPY"
"CEP170",2.27507167938554e-94,-1.46609338013279,0.379,0.621,5.24495024965542e-90,"vRG","CEP170"
"FABP5P3",6.00334883432673e-94,0.513531224362475,0.102,0.015,1.38401204026568e-89,"vRG","FABP5P3"
"GNG5",1.33113533796072e-93,0.835749869342674,0.356,0.127,3.06879940813465e-89,"vRG","GNG5"
"ATAD2",1.51800384824846e-93,0.829855872143505,0.24,0.067,3.49960607175201e-89,"vRG","ATAD2"
"PMP22",2.21561028511172e-93,0.428097306911223,0.102,0.015,5.10786795129657e-89,"vRG","PMP22"
"BTG3",6.98780111671217e-93,0.765479741119331,0.323,0.108,1.61096766944682e-88,"vRG","BTG3"
"CMTM3",1.43829002924359e-92,0.553894615917057,0.134,0.025,3.31583383341818e-88,"vRG","CMTM3"
"MDM1",4.05327061439909e-92,0.607512054934925,0.16,0.034,9.34441007443567e-88,"vRG","MDM1"
"MCM3",1.61954786358777e-91,0.797983661110833,0.186,0.045,3.73370564471524e-87,"vRG","MCM3"
"MEF2C",1.96978697994245e-91,-2.79284144791852,0.04,0.349,4.54114690355933e-87,"vRG","MEF2C"
"SFXN5",2.07439391585201e-91,0.583807059995096,0.14,0.027,4.78230773360522e-87,"vRG","SFXN5"
"ACTR3B",7.55007055637365e-91,0.719648354677909,0.206,0.053,1.74059326606638e-86,"vRG","ACTR3B"
"DOK5",8.712664194496e-91,0.757939556446902,0.397,0.15,2.00861760339911e-86,"vRG","DOK5"
"CAST",1.19589905193218e-90,0.657914564321801,0.149,0.031,2.75702567432445e-86,"vRG","CAST"
"ARAP2",1.9999619777891e-90,0.515548265984513,0.101,0.015,4.61071234359498e-86,"vRG","ARAP2"
"MYL6",2.80026934566108e-90,0.843011638829918,0.772,0.508,6.45574094948705e-86,"vRG","MYL6"
"CKS2",4.10348847319877e-90,0.831199616554957,0.278,0.087,9.46018232611244e-86,"vRG","CKS2"
"PSAP",4.86253593713142e-90,0.856997672695012,0.489,0.217,1.12100903494628e-85,"vRG","PSAP"
"LHX2",1.51727939748033e-89,0.818844849307269,0.436,0.179,3.49793592295116e-85,"vRG","LHX2"
"HOPX",1.54699502156518e-89,0.674300351908929,0.182,0.043,3.56644232271636e-85,"vRG","HOPX"
"TPI1",3.16764131219411e-89,0.946831366641869,0.473,0.211,7.3026802811323e-85,"vRG","TPI1"
"CD164",3.22835177851301e-89,0.731087750870517,0.206,0.054,7.4426421901839e-85,"vRG","CD164"
"ARPP21",7.04852723554546e-89,-2.19439345792058,0.019,0.323,1.62496746888265e-84,"vRG","ARPP21"
"GMNN",1.21629539890551e-88,0.720067754570504,0.203,0.053,2.80404741263676e-84,"vRG","GMNN"
"ZMAT1",7.06983673941611e-88,0.819934164404471,0.255,0.077,1.62988016190499e-83,"vRG","ZMAT1"
"SPTSSA",4.98202087855071e-87,0.783355779680571,0.226,0.064,1.14855509334108e-82,"vRG","SPTSSA"
"ACTN1",1.52763371707776e-86,0.496172815346259,0.148,0.031,3.52180677135106e-82,"vRG","ACTN1"
"BARD1",1.60180971437404e-86,0.668762740992342,0.168,0.039,3.6928121155179e-82,"vRG","BARD1"
"RPLP0",1.06595961135124e-85,0.693965761892195,0.867,0.67,2.45746328800914e-81,"vRG","RPLP0"
"CHST10",1.30182378778832e-85,0.546160172119082,0.185,0.046,3.0012245603672e-81,"vRG","CHST10"
"CNTFR",1.31723195364026e-85,0.635024803831494,0.18,0.044,3.03674654592226e-81,"vRG","CNTFR"
"METTL7A",1.51394613768504e-85,0.486325501336209,0.102,0.016,3.4902514258191e-81,"vRG","METTL7A"
"SRGAP1",1.82508732558799e-85,-1.81992287549179,0.137,0.432,4.20755632041054e-81,"vRG","SRGAP1"
"APBB2",3.1567133937816e-85,0.613352748395925,0.172,0.041,7.2774870580241e-81,"vRG","APBB2"
"TUBB2A",9.03782710808046e-85,-1.16473868453052,0.48,0.684,2.08358066149687e-80,"vRG","TUBB2A"
"HN1",3.4757317706714e-84,-1.35873351304453,0.332,0.577,8.01295202410584e-80,"vRG","HN1"
"SMC4",8.04538391256408e-84,0.645843314235775,0.477,0.205,1.85478280720252e-79,"vRG","SMC4"
"PAXIP1",2.25369534768187e-83,0.625352012113728,0.161,0.037,5.19566925454578e-79,"vRG","PAXIP1"
"NCAM1",4.39179042657567e-83,-1.50621240422835,0.267,0.536,1.01248336494275e-78,"vRG","NCAM1"
"LRRC7",6.73128110601155e-83,-1.83123246311577,0.014,0.303,1.5518295461799e-78,"vRG","LRRC7"
"SWAP70",8.32867105186761e-83,0.692179047701405,0.173,0.042,1.92009182429756e-78,"vRG","SWAP70"
"VEPH1",1.01561806021799e-82,0.445577781755956,0.101,0.016,2.34140587602655e-78,"vRG","VEPH1"
"EMX2",1.05445392746689e-82,0.813702005171396,0.338,0.125,2.43093808438216e-78,"vRG","EMX2"
"PTPRD",2.78829336549755e-82,-1.792752799707,0.057,0.35,6.42813152481804e-78,"vRG","PTPRD"
"C15orf41",1.09103721245859e-81,0.501587474206426,0.144,0.031,2.51527718960203e-77,"vRG","C15orf41"
"RHOB",1.5144311932694e-81,0.773793120289813,0.325,0.119,3.49136967296327e-77,"vRG","RHOB"
"ENSG00000274956",1.76787090760099e-81,0.781140977013179,0.243,0.075,4.07564959038332e-77,"vRG","ENSG00000274956"
"PAICS",1.12764186559486e-80,0.749738031094728,0.286,0.097,2.59966555694238e-76,"vRG","PAICS"
"SOX2-OT",1.26543062009307e-80,0.402367923389412,0.256,0.078,2.91732375156256e-76,"vRG","SOX2-OT"
"PAWR",1.30186862603031e-80,0.496923955039939,0.13,0.026,3.00132793045028e-76,"vRG","PAWR"
"RHOC",1.56824607458916e-80,0.452199349273278,0.107,0.018,3.61543450035785e-76,"vRG","RHOC"
"TYMS",1.71171491986285e-80,0.65469945857933,0.161,0.038,3.9461875762518e-76,"vRG","TYMS"
"TMX1",1.89526800095994e-80,0.674862554198039,0.27,0.088,4.36935084941305e-76,"vRG","TMX1"
"MAPK1IP1L",3.13363918131078e-80,0.76532014559638,0.308,0.11,7.22429176859388e-76,"vRG","MAPK1IP1L"
"FAM111A",3.46373823436519e-80,0.645864120831647,0.158,0.037,7.9853021255055e-76,"vRG","FAM111A"
"SPAG16",3.66797443514709e-80,0.815645697031761,0.278,0.095,8.45614826278809e-76,"vRG","SPAG16"
"MALAT1",5.7470552320018e-80,-0.430791841380913,1,0.999,1.32492611318569e-75,"vRG","MALAT1"
"TSC22D2",8.01365044838602e-80,0.612644860488065,0.247,0.077,1.84746697437091e-75,"vRG","TSC22D2"
"RGS20",1.57401541934011e-79,0.70390542922534,0.121,0.023,3.6287351477467e-75,"vRG","RGS20"
"TSPAN6",2.1350402368092e-79,0.643946458719338,0.182,0.047,4.92212176193994e-75,"vRG","TSPAN6"
"H1F0",4.26949597207446e-79,0.975040771590607,0.696,0.429,9.84289601402046e-75,"vRG","H1F0"
"HMGCS1",7.23208990763754e-79,0.877763244978436,0.66,0.375,1.66728600730676e-74,"vRG","HMGCS1"
"RPL41",9.14863657025551e-79,0.756200787518509,0.815,0.604,2.10912667490671e-74,"vRG","RPL41"
"PNRC2",2.9979187993051e-78,0.777000182992416,0.371,0.148,6.91140199991798e-74,"vRG","PNRC2"
"RPLP1",6.8721510138188e-78,0.654233154375864,0.886,0.761,1.58430569472579e-73,"vRG","RPLP1"
"NELL2",5.07938595846833e-77,-1.76023757872573,0.008,0.278,1.17100163886529e-72,"vRG","NELL2"
"CALM2",5.22631982070284e-77,-0.886693241146115,0.702,0.799,1.20487577146483e-72,"vRG","CALM2"
"LAPTM4B",5.49323596816852e-77,0.585367694453791,0.153,0.036,1.26641062010157e-72,"vRG","LAPTM4B"
"PRDM16",1.15947894808714e-76,0.446087629544651,0.101,0.017,2.67306276692009e-72,"vRG","PRDM16"
"CANX",1.2495917565437e-76,0.780012154548527,0.622,0.346,2.88080883553585e-72,"vRG","CANX"
"SEPT2",3.51735054652992e-76,0.733620135463365,0.519,0.253,8.10889994997007e-72,"vRG","SEPT2"
"IFI6",1.50486358100159e-75,0.50043817117379,0.107,0.019,3.46931249964106e-71,"vRG","IFI6"
"COL9A1",3.24821344331974e-75,0.405906311584168,0.115,0.022,7.48843127222934e-71,"vRG","COL9A1"
"TPM1",5.74462882078972e-75,1.18771113526068,0.452,0.224,1.32436672834486e-70,"vRG","TPM1"
"CDON",9.53133064909525e-75,0.502815765497811,0.13,0.028,2.19735296784242e-70,"vRG","CDON"
"ADGRG6",2.80809596829554e-74,0.552466419579092,0.115,0.022,6.47378444530854e-70,"vRG","ADGRG6"
"PLXNA2",3.0347816981217e-74,-1.71026232441597,0.023,0.291,6.99638572684977e-70,"vRG","PLXNA2"
"SMAD5",3.14028443778873e-74,0.698677424120474,0.314,0.117,7.23961174287814e-70,"vRG","SMAD5"
"SAT1",4.4776932968798e-74,0.974724368584362,0.326,0.128,1.03228741266267e-69,"vRG","SAT1"
"CALM1",7.01106938794235e-74,-0.925912650503157,0.763,0.812,1.61633193669623e-69,"vRG","CALM1"
"IFI27L2",9.4033891055583e-74,0.646702824064018,0.206,0.06,2.16785732439541e-69,"vRG","IFI27L2"
"HAT1",1.12655801945259e-73,0.597129261082394,0.189,0.052,2.59716685804601e-69,"vRG","HAT1"
"RFXANK",1.23981292428876e-73,0.494333807411802,0.138,0.031,2.8582647156553e-69,"vRG","RFXANK"
"HMGN2",1.93793598383227e-73,0.60600910433287,0.59,0.311,4.46771761712692e-69,"vRG","HMGN2"
"AKAP9",1.99487048843831e-73,-1.42597762542122,0.349,0.585,4.59897442404567e-69,"vRG","AKAP9"
"TLE1",1.06275427434966e-72,0.701318712275578,0.299,0.109,2.4500737040857e-68,"vRG","TLE1"
"RPL22L1",1.61340873956958e-72,0.667829670140097,0.204,0.06,3.71955250820371e-68,"vRG","RPL22L1"
"PLIN3",1.87481010128092e-72,0.481279282273843,0.114,0.022,4.32218720749304e-68,"vRG","PLIN3"
"SCAF11",2.044812741236e-72,0.746909083796002,0.429,0.189,4.71411129364547e-68,"vRG","SCAF11"
"TOX",2.92378381991029e-72,0.569383920159959,0.199,0.058,6.74049121842118e-68,"vRG","TOX"
"ANXA6",3.83310166118669e-72,0.433167052935255,0.127,0.027,8.83683256969978e-68,"vRG","ANXA6"
"TGIF2",5.67130839150783e-72,0.553808926212731,0.168,0.044,1.30746343657822e-67,"vRG","TGIF2"
"DUT",9.6130824827419e-72,0.829066147342366,0.394,0.173,2.21620003557132e-67,"vRG","DUT"
"ATP2B4",1.70253854401502e-71,0.642088676788807,0.157,0.039,3.92503235937223e-67,"vRG","ATP2B4"
"DOCK1",2.91960526808553e-71,0.44463588125669,0.109,0.021,6.73085798504437e-67,"vRG","DOCK1"
"RUNX1T1",4.40551021027614e-71,-1.98427434540422,0.035,0.295,1.01564632387706e-66,"vRG","RUNX1T1"
"ILK",5.0689455208007e-71,0.55174693562935,0.186,0.052,1.16859470036539e-66,"vRG","ILK"
"SYT4",6.38348109758054e-71,-1.9885216052173,0.007,0.259,1.47164773223622e-66,"vRG","SYT4"
"LINC00998",1.01925697965885e-70,0.584649567305182,0.175,0.047,2.34979504090552e-66,"vRG","LINC00998"
"SRRM4",1.33904833024357e-70,-1.67841379607875,0.022,0.28,3.08704202054352e-66,"vRG","SRRM4"
"CLMP",2.96833182878614e-70,-1.8425789716698,0.029,0.285,6.84319219808356e-66,"vRG","CLMP"
"RBFOX1",8.88128664245848e-70,-1.6480539065176,0.014,0.266,2.04749182255238e-65,"vRG","RBFOX1"
"PKM",1.69336680957096e-69,0.684865966822437,0.339,0.138,3.90388784278489e-65,"vRG","PKM"
"HIBCH",2.05126768601973e-69,0.589592491253699,0.178,0.049,4.72899252334988e-65,"vRG","HIBCH"
"ARID5B",2.59419742921807e-69,0.584606687758779,0.121,0.026,5.98066275331933e-65,"vRG","ARID5B"
"RHOA",4.53090046471236e-69,0.713279424966791,0.459,0.217,1.04455379313479e-64,"vRG","RHOA"
"ALDH6A1",1.93658635307753e-68,0.603040971487355,0.196,0.058,4.46460617838493e-64,"vRG","ALDH6A1"
"ATRAID",2.41405245304009e-68,0.634390142095076,0.205,0.063,5.56535652523863e-64,"vRG","ATRAID"
"ABCD3",4.48551503979982e-68,0.565905563884976,0.217,0.069,1.03409063727545e-63,"vRG","ABCD3"
"SLC16A1",4.66021314865955e-68,0.543412033025017,0.184,0.053,1.07436553929197e-63,"vRG","SLC16A1"
"SLC3A2",1.36308016800719e-67,0.579645437483955,0.284,0.104,3.14244501932378e-63,"vRG","SLC3A2"
"TFPI",1.36608603891117e-67,0.475603891882887,0.104,0.02,3.14937475410582e-63,"vRG","TFPI"
"RHEB",5.60316976516438e-67,0.694369867291562,0.342,0.142,1.291754757661e-62,"vRG","RHEB"
"SERF2",6.04465620937319e-67,0.645298952532328,0.621,0.352,1.3935350425089e-62,"vRG","SERF2"
"HSPD1",7.23314624143995e-67,0.758982387265287,0.694,0.451,1.66752953450157e-62,"vRG","HSPD1"
"CSPG5",7.86931461400847e-67,0.452320022608182,0.112,0.023,1.81419179111351e-62,"vRG","CSPG5"
"PRDX6",7.88639235962797e-67,0.629871873500039,0.228,0.075,1.81812889458863e-62,"vRG","PRDX6"
"PLXNA4",2.75058734982056e-66,-1.742488815371,0.02,0.264,6.34120407627633e-62,"vRG","PLXNA4"
"KIAA0101",2.84809200772735e-66,0.69098103455129,0.167,0.046,6.56599131461464e-62,"vRG","KIAA0101"
"ABAT",1.19727340654882e-65,0.604516240566506,0.204,0.064,2.76019411145766e-61,"vRG","ABAT"
"LSAMP",1.86202281024014e-65,0.603391137295621,0.241,0.082,4.29270738672763e-61,"vRG","LSAMP"
"TCF7L2",1.89417006809603e-65,0.52688522325474,0.131,0.031,4.3668196749886e-61,"vRG","TCF7L2"
"DHFR",2.407264505839e-65,0.614215152032262,0.153,0.04,5.54970759176123e-61,"vRG","DHFR"
"ARRDC4",2.97629350275796e-65,0.393952672669734,0.107,0.022,6.8615470412582e-61,"vRG","ARRDC4"
"GCA",6.16939444331902e-65,0.546774356316842,0.152,0.04,1.42229219496277e-60,"vRG","GCA"
"PNRC1",6.29096886880891e-65,0.756169883818561,0.425,0.199,1.45031996301521e-60,"vRG","PNRC1"
"SEMA5B",6.87471323280655e-65,0.455300547284021,0.118,0.026,1.58489638869122e-60,"vRG","SEMA5B"
"GAPDH",7.99578224285036e-65,0.649167329494406,0.789,0.575,1.84334763826672e-60,"vRG","GAPDH"
"AMOTL2",1.22888614294881e-64,0.554986374603509,0.178,0.051,2.83307411395419e-60,"vRG","AMOTL2"
"GOLIM4",2.09638698214626e-64,0.65501031902505,0.382,0.165,4.83301054863998e-60,"vRG","GOLIM4"
"SOX1",6.41675565589991e-64,0.459541520266225,0.136,0.033,1.47931884891116e-59,"vRG","SOX1"
"PDCD4",7.37236114977443e-64,0.630877621909694,0.332,0.137,1.699624139469e-59,"vRG","PDCD4"
"CASC4",7.97189153141639e-64,0.666501506401591,0.348,0.148,1.83783987365273e-59,"vRG","CASC4"
"PTPN13",7.97431974319794e-64,0.674687965153805,0.186,0.056,1.83839967359685e-59,"vRG","PTPN13"
"RDX",9.93852846009344e-64,0.626893384191302,0.511,0.258,2.29122835118994e-59,"vRG","RDX"
"CPE",1.20147198520412e-63,-1.36232901895779,0.243,0.482,2.76987351468957e-59,"vRG","CPE"
"RPL3",1.31918936332163e-63,0.537846783474891,0.9,0.767,3.04125915820168e-59,"vRG","RPL3"
"NEDD1",1.36784764524394e-63,0.557465350695763,0.134,0.033,3.15343596134537e-59,"vRG","NEDD1"
"RIT1",1.59210257424431e-63,0.494099926414147,0.167,0.047,3.67043327466284e-59,"vRG","RIT1"
"TSPAN3",1.75408946301048e-63,0.643069547120381,0.384,0.172,4.04387784802435e-59,"vRG","TSPAN3"
"SNHG6",2.72938084247867e-63,0.728352579218498,0.591,0.346,6.29231459425033e-59,"vRG","SNHG6"
"CMBL",3.65547665135184e-63,0.445208244299814,0.104,0.021,8.42733587202653e-59,"vRG","CMBL"
"SLC38A1",4.50148658072853e-63,-1.56346791092308,0.029,0.266,1.03777271632116e-58,"vRG","SLC38A1"
"FEZF2",5.27627331171456e-63,0.474279759679059,0.129,0.031,1.21639204928267e-58,"vRG","FEZF2"
"BCL11A",7.13297877051329e-63,-1.55304828235429,0.149,0.392,1.64443692575413e-58,"vRG","BCL11A"
"CHL1",2.10996193819575e-62,-1.65785712055865,0.097,0.34,4.86430625231649e-58,"vRG","CHL1"
"AGO3",6.03379916530492e-62,0.715551411721882,0.333,0.141,1.3910320595694e-57,"vRG","AGO3"
"GSTP1",6.16288420019405e-62,0.698687143413545,0.617,0.366,1.42079132351274e-57,"vRG","GSTP1"
"MARCKSL1",8.93317931885018e-62,-0.796276532560245,0.699,0.781,2.05945516016772e-57,"vRG","MARCKSL1"
"TWSG1",9.40685865449587e-62,0.405169478895736,0.118,0.027,2.16865719420748e-57,"vRG","TWSG1"
"FIGN",1.1102972908902e-61,0.535617504844336,0.134,0.033,2.55967937441826e-57,"vRG","FIGN"
"HIGD2A",1.40824887931029e-61,0.654153889661766,0.237,0.084,3.24657696636194e-57,"vRG","HIGD2A"
"MYADM",1.65167751375834e-61,0.550386440341029,0.142,0.037,3.80777734021848e-57,"vRG","MYADM"
"MAGI1",2.37655827332351e-61,0.557508424157844,0.191,0.059,5.47891744332002e-57,"vRG","MAGI1"
"SMARCA2",4.15047589293392e-61,0.613967398116349,0.385,0.173,9.56850712356987e-57,"vRG","SMARCA2"
"CRMP1",4.5557094972665e-61,-1.41670848602268,0.163,0.399,1.05027326749982e-56,"vRG","CRMP1"
"CRTAP",5.78961935583102e-61,0.398132971356073,0.109,0.024,1.33473884629328e-56,"vRG","CRTAP"
"DPYSL3",8.14477062942168e-61,-1.20347377291527,0.347,0.545,1.87769542090687e-56,"vRG","DPYSL3"
"PSME1",1.8100865817486e-60,0.556670374202844,0.254,0.093,4.17297360556322e-56,"vRG","PSME1"
"EPHA3",3.35776676214335e-60,-1.48167514929651,0.024,0.254,7.74099549344527e-56,"vRG","EPHA3"
"NAP1L1",9.95183554267083e-60,0.683556678343613,0.71,0.474,2.29429616600733e-55,"vRG","NAP1L1"
"TCTN1",1.15589898521887e-59,0.43918728097475,0.123,0.029,2.66480952052358e-55,"vRG","TCTN1"
"RCN2",1.33723167797625e-59,0.565851746258961,0.439,0.212,3.08285391040646e-55,"vRG","RCN2"
"CNBP",2.22535801076021e-59,0.632873473864751,0.524,0.286,5.1303403580066e-55,"vRG","CNBP"
"ENSG00000279483",3.52886600198582e-59,0.767645701410712,0.513,0.282,8.1354476809781e-55,"vRG","ENSG00000279483"
"TOB2",4.04073755525686e-59,0.655888720077679,0.282,0.111,9.31551635988917e-55,"vRG","TOB2"
"MSN",6.30945392277216e-59,0.508472667333848,0.161,0.046,1.45458150735589e-54,"vRG","MSN"
"ARX",8.67553702241947e-59,0.385841539461639,0.192,0.06,2.00005830514858e-54,"vRG","ARX"
"GINS2",1.53990773327813e-58,0.509216736757922,0.159,0.045,3.55010328829941e-54,"vRG","GINS2"
"SEMA3C",2.41200166459741e-58,-1.5442355345492,0.019,0.241,5.56062863756286e-54,"vRG","SEMA3C"
"KCNN3",2.51157885925113e-58,0.537153041858615,0.174,0.052,5.79019390211755e-54,"vRG","KCNN3"
"ELOVL2",4.64502503931652e-58,0.624863854138509,0.189,0.061,1.07086407256403e-53,"vRG","ELOVL2"
"PGM2",7.26882566469355e-58,0.369654277562654,0.116,0.027,1.67575506873845e-53,"vRG","PGM2"
"HDAC1",9.13099951018864e-58,0.431048839065748,0.149,0.041,2.10506062707889e-53,"vRG","HDAC1"
"SNCAIP",2.21173499631414e-57,0.615233522454465,0.324,0.137,5.09893386050262e-53,"vRG","SNCAIP"
"MFGE8",2.35133289729449e-57,0.530922114625046,0.172,0.052,5.42076286142272e-53,"vRG","MFGE8"
"BHLHE22",2.82761833977334e-57,-1.50686220604309,0.008,0.222,6.51879132051347e-53,"vRG","BHLHE22"
"DUTP8",3.11931288361905e-57,0.338231131887358,0.107,0.024,7.19126392189535e-53,"vRG","DUTP8"
"STK39",5.80340683647019e-57,0.531794720152071,0.158,0.046,1.33791741207984e-52,"vRG","STK39"
"CHEK1",1.00384657856748e-56,0.599229498326627,0.139,0.038,2.31426790222946e-52,"vRG","CHEK1"
"INPP1",1.59551221390488e-56,0.478020308167091,0.119,0.029,3.67829385793631e-52,"vRG","INPP1"
"PDIA3",1.71848439298375e-56,0.668616143650709,0.495,0.266,3.96179391958473e-52,"vRG","PDIA3"
"MOB3B",7.51733319271333e-56,0.4000612534073,0.103,0.023,1.73304599424813e-51,"vRG","MOB3B"
"CXXC5",7.55660965156971e-56,0.624481833093252,0.218,0.077,1.74210078907288e-51,"vRG","CXXC5"
"SNX5",8.2469433971202e-56,0.538350667293481,0.202,0.069,1.90125033077209e-51,"vRG","SNX5"
