"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"KIF20B.4",1.24356614926029e-09,0.577688649906208,0.199,0.096,2.86691740050466e-05,"OPC","KIF20B"
"TRAF3IP2-AS1",1.26192844342288e-09,0.475635167528703,0.154,0.066,2.90924983346711e-05,"OPC","TRAF3IP2-AS1"
"CAPN2.2",1.30402024250262e-09,0.30301971712051,0.124,0.048,3.00628826706553e-05,"OPC","CAPN2"
"EML4.1",1.30609489772023e-09,0.341456576760383,0.137,0.056,3.01107117720421e-05,"OPC","EML4"
"ZMYND8.5",1.3519507550319e-09,0.419600341951241,0.458,0.296,3.11678727065055e-05,"OPC","ZMYND8"
"CELF2.12",1.36311172103694e-09,-1.03863354606774,0.291,0.417,3.14251776167855e-05,"OPC","CELF2"
"MSI2.8",1.38452254757156e-09,0.283247592942535,0.235,0.117,3.19187828117149e-05,"OPC","MSI2"
"KIAA1143.2",1.38754138174962e-09,0.435637391451166,0.203,0.098,3.19883790148557e-05,"OPC","KIAA1143"
"SEC11A.1",1.39159791624021e-09,0.413416654540886,0.222,0.111,3.20818983610018e-05,"OPC","SEC11A"
"CNR1.8",1.40101310454358e-09,-0.893777135348066,0.007,0.118,3.22989561121478e-05,"OPC","CNR1"
"IDH1.1",1.4011243888672e-09,0.362724323632396,0.245,0.126,3.23015216609443e-05,"OPC","IDH1"
"LUZP1.1",1.43986591108369e-09,0.305317682383505,0.121,0.046,3.31946687141235e-05,"OPC","LUZP1"
"TCHP.2",1.45373329368972e-09,0.493242957880809,0.144,0.06,3.35143673527227e-05,"OPC","TCHP"
"ASRGL1.2",1.45449601654769e-09,0.434672534614382,0.284,0.156,3.35319511654904e-05,"OPC","ASRGL1"
"GLUD1.2",1.47472458783653e-09,0.460299378576557,0.15,0.064,3.39983006479833e-05,"OPC","GLUD1"
"CALM2.7",1.50242354214205e-09,-0.478519623223697,0.778,0.796,3.46368723405427e-05,"OPC","CALM2"
"FYTTD1.2",1.55731454589436e-09,0.316077588923754,0.294,0.161,3.59023295410486e-05,"OPC","FYTTD1"
"IFT57.3",1.55783756140729e-09,0.400419436592572,0.163,0.072,3.59143871406838e-05,"OPC","IFT57"
"ABCF1.3",1.61763095938873e-09,0.480844559482436,0.346,0.204,3.72928641377478e-05,"OPC","ABCF1"
"GLO1.10",1.68690269607172e-09,0.449883141725699,0.307,0.175,3.88898547552374e-05,"OPC","GLO1"
"DGKI.3",1.7273725062584e-09,0.261271473183698,0.124,0.049,3.98228457592812e-05,"OPC","DGKI"
"POU3F3.8",1.78914826787702e-09,-0.938072034251632,0.301,0.434,4.12470241676368e-05,"OPC","POU3F3"
"POLE3.1",1.84092825336667e-09,0.320068914611453,0.216,0.106,4.24407599531151e-05,"OPC","POLE3"
"ODF2.1",1.84686676205969e-09,0.336200526247987,0.108,0.04,4.25776663325241e-05,"OPC","ODF2"
"MAN1A2.3",1.88034584856126e-09,0.492896691066001,0.288,0.158,4.33494931927314e-05,"OPC","MAN1A2"
"HNRNPU.5",1.88039262523438e-09,0.340914716070849,0.928,0.8,4.33505715821535e-05,"OPC","HNRNPU"
"IGFBP2.4",1.91102558125379e-09,0.481906405025212,0.281,0.155,4.40567837502248e-05,"OPC","IGFBP2"
"B3GAT1.6",1.97701049678833e-09,0.392068069910732,0.212,0.105,4.55779999929582e-05,"OPC","B3GAT1"
"TCEAL8.1",2.00614983425218e-09,0.551255454071068,0.255,0.137,4.62497782788498e-05,"OPC","TCEAL8"
"TM7SF3.1",2.0507130531287e-09,0.337794105157017,0.105,0.038,4.7277138726829e-05,"OPC","TM7SF3"
"H3F3B.7",2.05593201132752e-09,-0.601294170615471,0.732,0.769,4.73974565891447e-05,"OPC","H3F3B"
"GNAL.2",2.11802709795953e-09,0.38850685181329,0.134,0.054,4.88289967163589e-05,"OPC","GNAL"
"NCKAP5.3",2.12306683758577e-09,0.442960904311265,0.137,0.057,4.89451828737023e-05,"OPC","NCKAP5"
"LRRC4.2",2.38169578691702e-09,0.284325654782379,0.108,0.04,5.49076146715849e-05,"OPC","LRRC4"
"EXTL2.1",2.42874155849419e-09,0.476971216296441,0.17,0.078,5.5992207889525e-05,"OPC","EXTL2"
"LRP8.11",2.45496553648305e-09,-1.1038942335183,0.092,0.225,5.65967754780801e-05,"OPC","LRP8"
"ITSN2.3",2.62269248220068e-09,0.448123649992612,0.167,0.075,6.04635524846544e-05,"OPC","ITSN2"
"TTC28.12",2.63148904146676e-09,-0.897130701525189,0.052,0.182,6.06663483619747e-05,"OPC","TTC28"
"WASF3.3",2.66642702454437e-09,0.318214377303053,0.108,0.04,6.14718086238459e-05,"OPC","WASF3"
"BBX.5",2.82014363733776e-09,0.387444396909007,0.18,0.083,6.50155914151846e-05,"OPC","BBX"
"CDC123.1",2.87005787808394e-09,0.33031252182956,0.255,0.134,6.61663143213472e-05,"OPC","CDC123"
"MTDH",3.05040987416181e-09,0.441189050192745,0.441,0.288,7.03241492389264e-05,"OPC","MTDH"
"LSM7",3.07462703625736e-09,0.335189378211397,0.431,0.267,7.08824516938772e-05,"OPC","LSM7"
"FAM96A.3",3.08516636863787e-09,0.305262299771889,0.141,0.059,7.11254254625773e-05,"OPC","FAM96A"
"MAGI2.6",3.15507412614806e-09,0.255592136425212,0.193,0.091,7.27370789042174e-05,"OPC","MAGI2"
"GGCT.4",3.30662020596737e-09,0.342905568146605,0.154,0.067,7.62308222283719e-05,"OPC","GGCT"
"DMXL2",3.31899040143393e-09,0.344691451296626,0.131,0.053,7.65160047146577e-05,"OPC","DMXL2"
"CHMP2B.3",3.38322170219899e-09,0.379866562186605,0.17,0.077,7.79967931224955e-05,"OPC","CHMP2B"
"ASCL1.6",3.43922831798649e-09,0.438670586495823,0.196,0.095,7.92879696428606e-05,"OPC","ASCL1"
"MT-ND4.6",3.48087161638807e-09,0.315921519667469,0.869,0.753,8.02480142442106e-05,"OPC","MT-ND4"
"PCNA.4",3.52075204983021e-09,0.378052761170729,0.173,0.079,8.11674177567857e-05,"OPC","PCNA"
"TMOD2.9",3.55378074329072e-09,0.408375539079748,0.324,0.185,8.19288612558242e-05,"OPC","TMOD2"
"TMEFF2.2",3.76346084650708e-09,0.339717232323267,0.108,0.04,8.67628263553742e-05,"OPC","TMEFF2"
"ELAVL3.5",3.78298326602586e-09,-0.892977400853779,0.239,0.375,8.72128962149602e-05,"OPC","ELAVL3"
"HS3ST1.10",3.81969954235829e-09,-0.910776798116253,0.003,0.108,8.8059353249528e-05,"OPC","HS3ST1"
"ENSG00000280138.1",3.82311018977563e-09,0.296870580691256,0.108,0.04,8.81379823150873e-05,"OPC","ENSG00000280138"
"NUFIP2.3",3.9579643947638e-09,0.468212514241903,0.288,0.158,9.12469111568847e-05,"OPC","NUFIP2"
"CALU.3",4.17579321713847e-09,0.409001779319934,0.19,0.091,9.62687368279102e-05,"OPC","CALU"
"TROVE2.2",4.2419263373128e-09,0.448423608763644,0.444,0.285,9.77933697804093e-05,"OPC","TROVE2"
"RAB9A",4.41187874544639e-09,0.314397353459941,0.105,0.038,0.000101711452597521,"OPC","RAB9A"
"STK17A.6",4.42810369848955e-09,0.449205789449556,0.173,0.08,0.000102085502664978,"OPC","STK17A"
"RPA3.4",4.51551384338087e-09,0.291921987063279,0.108,0.04,0.000104100656145303,"OPC","RPA3"
"TMSB4XP4.4",4.64756508952457e-09,-0.892665318930417,0.029,0.147,0.0001071449655739,"OPC","TMSB4XP4"
"MPPED1.11",4.78862069152171e-09,-0.767760954160921,0.013,0.123,0.000110396861422341,"OPC","MPPED1"
"TPP2",4.98400409925458e-09,0.429461682600007,0.206,0.103,0.000114901230504215,"OPC","TPP2"
"SH3GLB1.8",5.0728177621189e-09,0.359443042013994,0.261,0.14,0.000116948740687889,"OPC","SH3GLB1"
"ASUN",5.3566148027307e-09,0.511035433333915,0.15,0.067,0.000123491397662154,"OPC","ASUN"
"DTNBP1",5.66448480384020e-09,0.331670202058328,0.101,0.037,0.000130589032667732,"OPC","DTNBP1"
"PTK2",5.69927011878478e-09,0.524894352169909,0.19,0.092,0.000131390973318464,"OPC","PTK2"
"UFL1.3",5.73469682274532e-09,0.333924180147164,0.173,0.08,0.000132207700551571,"OPC","UFL1"
"ARMCX3",5.81372640296015e-09,0.492046051731476,0.301,0.173,0.000134029648493843,"OPC","ARMCX3"
"SSBP2.7",5.85801807983056e-09,-0.933950294101317,0.056,0.179,0.000135050748812414,"OPC","SSBP2"
"PDIA4.3",6.01095818115573e-09,0.336156059208676,0.186,0.089,0.000138576629908364,"OPC","PDIA4"
"AKAP12.9",6.32719224637724e-09,0.377100669998542,0.386,0.235,0.000145867090047981,"OPC","AKAP12"
"PURB",6.38992946844007e-09,0.449931635604309,0.19,0.093,0.000147313433965417,"OPC","PURB"
"LRCH3",6.42527488456138e-09,0.497762635346398,0.147,0.065,0.000148128287188678,"OPC","LRCH3"
"MNAT1",6.60654114084782e-09,0.484473047440976,0.17,0.079,0.000152307199461106,"OPC","MNAT1"
"CHAF1A.3",6.61858383869749e-09,0.403077192069229,0.141,0.061,0.000152584831817332,"OPC","CHAF1A"
"DUT.9",6.7039787719396e-09,0.381867753908467,0.31,0.179,0.000154553526608296,"OPC","DUT"
"FHL1.2",6.9336486824637e-09,0.485441110737527,0.265,0.147,0.000159848336725518,"OPC","FHL1"
"NSL1.3",7.01143818834027e-09,0.3330784433529,0.183,0.087,0.000161641695993997,"OPC","NSL1"
"PHYHIPL.7",7.05160963889297e-09,0.456634911989484,0.248,0.133,0.000162567808615039,"OPC","PHYHIPL"
"CCDC18.2",7.26328011570354e-09,0.452319764774512,0.118,0.047,0.000167447659787429,"OPC","CCDC18"
"NCAPG.3",7.3381505899946e-09,0.457063522224293,0.127,0.052,0.000169173723701735,"OPC","NCAPG"
"EIF5B.2",7.70680761718306e-09,0.366341818409281,0.507,0.342,0.000177672742806538,"OPC","EIF5B"
"HNRNPC.4",7.70836733635921e-09,0.365865416187366,0.755,0.609,0.000177708700572425,"OPC","HNRNPC"
"SSB.4",7.77249050586848e-09,0.390398915085907,0.5,0.336,0.000179186996122292,"OPC","SSB"
"CCDC136.5",7.85544485321015e-09,-0.823089051868014,0.023,0.136,0.000181099425645907,"OPC","CCDC136"
"COMT.3",8.01958184334031e-09,0.379420781259592,0.18,0.086,0.000184883439816368,"OPC","COMT"
"ZNF24.3",8.49766348628503e-09,0.280671186247102,0.327,0.186,0.000195905134012815,"OPC","ZNF24"
"FGFR1OP2.1",8.77798610137602e-09,0.285923523487898,0.232,0.119,0.000202367691581123,"OPC","FGFR1OP2"
"MYDGF.2",9.10064033056039e-09,0.290570944162143,0.203,0.1,0.000209806162180739,"OPC","MYDGF"
"HADHA.9",9.71132976440132e-09,0.382814354591229,0.359,0.216,0.000223884996388508,"OPC","HADHA"
"PDE1C.1",1.0282640233765e-08,0.366079125872506,0.157,0.07,0.000237055987949218,"OPC","PDE1C"
"TRMT5",1.0576695791472e-08,0.311244153503388,0.15,0.066,0.000243835144776595,"OPC","TRMT5"
"SARAF.4",1.18895592425712e-08,0.460248371915281,0.451,0.295,0.000274101898778237,"OPC","SARAF"
"LSM4.3",1.22088765811405e-08,0.359477294227236,0.252,0.136,0.000281463440701614,"OPC","LSM4"
"EPHB6.10",1.26493860073487e-08,-1.05500846184411,0.052,0.171,0.000291618945013417,"OPC","EPHB6"
"CLNS1A.4",1.28680088468519e-08,0.367234703585378,0.225,0.117,0.000296659075955324,"OPC","CLNS1A"
"WDHD1.3",1.2960416558433e-08,0.394899266748454,0.111,0.044,0.000298789443338114,"OPC","WDHD1"
"RRP15",1.35905451794746e-08,0.429613470004521,0.17,0.08,0.000313316428567607,"OPC","RRP15"
"LRPAP1.2",1.38905221999163e-08,0.377849498066687,0.167,0.077,0.000320232098796871,"OPC","LRPAP1"
"CHMP4B.4",1.47219783789713e-08,0.303096552017865,0.278,0.154,0.000339400489548804,"OPC","CHMP4B"
"RPL22L1.3",1.48478320189719e-08,0.452524411286436,0.144,0.064,0.000342301919365378,"OPC","RPL22L1"
"NAP1L5.3",1.49117150682804e-08,0.393956986875334,0.144,0.064,0.000343774679184135,"OPC","NAP1L5"
"FUBP3.2",1.50617553802789e-08,0.340599844198236,0.147,0.065,0.000347233708536949,"OPC","FUBP3"
"CDK14.2",1.5397828089883e-08,0.272180547090918,0.114,0.046,0.000354981528784163,"OPC","CDK14"
"EMC7.1",1.54374481258563e-08,0.368480792672706,0.15,0.067,0.000355894929093491,"OPC","EMC7"
"JMY.1",1.64078428074468e-08,0.332305961323136,0.18,0.086,0.000378266408082878,"OPC","JMY"
"ANKS1B.8",1.64815422615275e-08,0.420305617733225,0.271,0.153,0.000379965475297254,"OPC","ANKS1B"
"RPF2",1.70477358671894e-08,0.492219867728718,0.19,0.095,0.000393018502682184,"OPC","RPF2"
"MN1.11",1.73048313049387e-08,-0.802333754388571,0.042,0.159,0.000398945580904056,"OPC","MN1"
"KIAA1211.6",1.73635029961804e-08,-0.940996375426515,0.069,0.19,0.000400298198073942,"OPC","KIAA1211"
"PAFAH1B3.6",1.74859409261223e-08,-0.804727336850078,0.281,0.407,0.000403120882110823,"OPC","PAFAH1B3"
"TIMM13.1",1.76404417686468e-08,0.388290618627028,0.268,0.149,0.000406682744534383,"OPC","TIMM13"
"XIAP.1",1.87114766891213e-08,0.387457031437613,0.275,0.154,0.000431374383591002,"OPC","XIAP"
"MT-ND3.5",1.9197557795652e-08,0.321551180280609,0.641,0.462,0.00044258049742096,"OPC","MT-ND3"
"YWHAG.9",1.92060939880784e-08,-0.832336108966385,0.261,0.385,0.00044277729080116,"OPC","YWHAG"
"ZNF106",2.07753222695778e-08,0.26848028934736,0.307,0.176,0.000478954279602846,"OPC","ZNF106"
"UQCC2.3",2.13397263892194e-08,0.406309447357731,0.17,0.081,0.000491966052177064,"OPC","UQCC2"
"UBXN2A.2",2.18712949996218e-08,0.295768813470437,0.235,0.123,0.000504220834921281,"OPC","UBXN2A"
"XRN1",2.19496777769815e-08,0.422398813892302,0.252,0.137,0.000506027871470531,"OPC","XRN1"
"AKAP9.10",2.22149618719991e-08,-0.790458755176305,0.487,0.579,0.000512143730997067,"OPC","AKAP9"
"HNRNPD.6",2.2347469281729e-08,0.413421408411244,0.761,0.61,0.000515198556820981,"OPC","HNRNPD"
"CISD1.3",2.28966089760822e-08,0.308832820059216,0.173,0.083,0.000527858423334599,"OPC","CISD1"
"ALDH7A1.6",2.38261638308169e-08,0.283761471763299,0.225,0.117,0.000549288380955652,"OPC","ALDH7A1"
"BEX4.4",2.40519261415528e-08,0.423114176814809,0.415,0.271,0.000554493105267358,"OPC","BEX4"
"IFI27L2.2",2.42905376249413e-08,0.267014669016602,0.144,0.064,0.000559994054405397,"OPC","IFI27L2"
"GDF11",2.57154995871539e-08,0.31091553125639,0.147,0.066,0.000592845127482246,"OPC","GDF11"
"CAMK4.9",2.59821854718409e-08,-0.956159617548383,0.088,0.214,0.000598993303867821,"OPC","CAMK4"
"TNRC6C.9",2.72494681463171e-08,0.253253048039427,0.209,0.106,0.000628209238645194,"OPC","TNRC6C"
"CENPF.9",2.7757332969531e-08,0.777849914851301,0.261,0.151,0.000639917554279567,"OPC","CENPF"
"COL9A2",2.81512691524505e-08,0.346560191171381,0.101,0.039,0.000648999359040593,"OPC","COL9A2"
"SESN3.8",2.94575844827155e-08,0.428565541547569,0.222,0.118,0.000679115152664522,"OPC","SESN3"
"GSE1.5",2.98444911456495e-08,-0.796132009905292,0.033,0.144,0.000688034898871803,"OPC","GSE1"
"NOC3L",3.01510247578937e-08,0.342109126865497,0.167,0.079,0.000695101724768481,"OPC","NOC3L"
"TSTD1.6",3.06337070611474e-08,-0.786249985739894,0.016,0.117,0.000706229482587692,"OPC","TSTD1"
"RPA2.3",3.23038660240057e-08,0.347231839295873,0.154,0.07,0.000744733327317427,"OPC","RPA2"
"ZCCHC17",3.47215281907543e-08,0.395208483074587,0.265,0.151,0.00080047011090965,"OPC","ZCCHC17"
"UNC5D.9",3.7229874924063e-08,-0.765630177879191,0.01,0.108,0.000858297536499349,"OPC","UNC5D"
"PPP1R17.12",3.78001758944375e-08,-1.35583695531273,0.01,0.106,0.000871445255070362,"OPC","PPP1R17"
"SGCE.2",4.04220010236814e-08,0.304338498060462,0.118,0.049,0.00093188881159995,"OPC","SGCE"
"NEK1.2",4.08185092310162e-08,0.57901457910844,0.209,0.109,0.000941029911811848,"OPC","NEK1"
"PARP1.4",4.12346196150689e-08,0.400637134692626,0.497,0.349,0.000950622920605797,"OPC","PARP1"
"C7orf50.2",4.20849398859418e-08,0.315081437976877,0.245,0.133,0.000970226204130502,"OPC","C7orf50"
"KLHL35.9",4.27802585863887e-08,-0.835107309676145,0.007,0.1,0.000986256081450605,"OPC","KLHL35"
"CCDC6.2",4.32043691020311e-08,0.332268687319023,0.157,0.073,0.000996033525278225,"OPC","CCDC6"
"SPTLC2",4.41220669294879e-08,0.253773115091418,0.124,0.053,0.00101719013099241,"OPC","SPTLC2"
"TM9SF3",4.54153687185112e-08,0.260296792433615,0.245,0.132,0.00104700591043656,"OPC","TM9SF3"
"KPNB1.3",4.61410470082368e-08,0.280014425934968,0.461,0.301,0.00106373569772789,"OPC","KPNB1"
"RBM28",4.68305775220971e-08,0.430793257668569,0.261,0.149,0.00107963213419443,"OPC","RBM28"
"CCDC25.2",4.71445511121319e-08,0.383921642598031,0.17,0.083,0.00108687048133909,"OPC","CCDC25"
"TRIM36.3",4.87379084560916e-08,-0.799493120041726,0.029,0.134,0.00112360374154674,"OPC","TRIM36"
"TTC21B",4.9290644313084e-08,0.283261744649193,0.127,0.055,0.00113634651399384,"OPC","TTC21B"
"SAMD8.3",4.93479194268837e-08,0.449075797617683,0.209,0.111,0.00113766693446738,"OPC","SAMD8"
"SBDS.4",5.12990093044289e-08,0.264489396293704,0.278,0.156,0.0011826473605043,"OPC","SBDS"
"LINC00599.11",5.15411490627749e-08,-0.830390272999763,0.039,0.148,0.00118822965049321,"OPC","LINC00599"
"TARS.3",5.3851161038821e-08,0.452788156607068,0.229,0.124,0.00124148466658898,"OPC","TARS"
"CHL1.12",5.52175093031202e-08,-1.01931565681642,0.212,0.334,0.00127298445947413,"OPC","CHL1"
"TACC2.5",5.5644084736312e-08,0.254274840251685,0.301,0.174,0.00128281872951094,"OPC","TACC2"
"SPPL2A.3",5.74999235898172e-08,0.334000045503293,0.15,0.07,0.00132560323843965,"OPC","SPPL2A"
"BLOC1S1.4",5.85450939660603e-08,0.278191909163338,0.219,0.115,0.00134969859629355,"OPC","BLOC1S1"
"CCDC146.1",6.07061651508066e-08,0.518607152881362,0.105,0.042,0.0013995199313867,"OPC","CCDC146"
"CLDND1.3",6.13177757936327e-08,0.379673067955073,0.222,0.119,0.00141362000314641,"OPC","CLDND1"
"BRF1",6.2414850907753e-08,0.331115775248327,0.118,0.05,0.00143891197282734,"OPC","BRF1"
"HSPE1.6",6.38095712425476e-08,0.401547151065222,0.435,0.282,0.00147106585542569,"OPC","HSPE1"
"OXR1.3",6.53826732260388e-08,0.290498577075121,0.141,0.063,0.0015073321485531,"OPC","OXR1"
"NPM1.4",6.77007958463671e-08,0.419047332244403,0.605,0.472,0.00156077414744215,"OPC","NPM1"
"ID2.8",6.95728776583145e-08,-1.05310753997753,0.186,0.301,0.00160393312153478,"OPC","ID2"
"CENPW.2",7.299366057767e-08,0.271235881607047,0.105,0.042,0.0016827958509576,"OPC","CENPW"
"TALDO1",7.34981807013149e-08,0.333492329105322,0.239,0.129,0.00169442705788811,"OPC","TALDO1"
"RPS4X.5",7.38500252167474e-08,-0.452002009986506,0.729,0.749,0.0017025384813469,"OPC","RPS4X"
"FTH1.2",7.5222617200275e-08,-0.424623790692781,0.758,0.798,0.00173418221693514,"OPC","FTH1"
"MBIP.1",7.57783268167757e-08,0.374158559658838,0.203,0.105,0.00174699354643395,"OPC","MBIP"
"GINM1.3",7.6461106331541e-08,0.403431736031584,0.17,0.084,0.00176273434536735,"OPC","GINM1"
"BRIX1.1",7.66399193537343e-08,0.324118677736581,0.212,0.111,0.00176685670078099,"OPC","BRIX1"
"PXK",8.08001295534614e-08,0.369129348096262,0.111,0.046,0.0018627661867255,"OPC","PXK"
"ACAP2",8.269610881193e-08,0.342472544570436,0.281,0.163,0.00190647609255023,"OPC","ACAP2"
"RALGPS2.2",8.30025415385104e-08,0.452252264545702,0.163,0.08,0.00191354059262882,"OPC","RALGPS2"
"TUBA1C.8",8.36241690113214e-08,-0.91369513153408,0.072,0.186,0.001927871592387,"OPC","TUBA1C"
"HSPD1.3",8.45558354096906e-08,0.378320645410482,0.618,0.456,0.00194935022953501,"OPC","HSPD1"
"GAR1",8.48161641708522e-08,0.382113730062981,0.137,0.062,0.00195535184879483,"OPC","GAR1"
"RBM23.5",8.7066598819643e-08,0.3434217180019,0.261,0.148,0.00200723336918805,"OPC","RBM23"
"LINC00461.4",8.87070268189858e-08,-0.729384090275838,0.422,0.516,0.0020450517962849,"OPC","LINC00461"
"ING2.4",8.89659363152554e-08,0.335118734464115,0.206,0.108,0.0020510206958119,"OPC","ING2"
"CRMP1.10",9.04394696464962e-08,-0.895615422138235,0.288,0.393,0.00208499153323032,"OPC","CRMP1"
"STXBP1.8",9.08393166752228e-08,-0.826086169155562,0.082,0.201,0.00209420960663059,"OPC","STXBP1"
"TSPAN5.5",9.17836839766146e-08,-0.9285673227742,0.121,0.241,0.00211598105039687,"OPC","TSPAN5"
"NDUFA4.4",9.20025734441872e-08,0.315357999152726,0.693,0.522,0.00212102732818229,"OPC","NDUFA4"
"VPS13A",9.30507868417512e-08,0.30694288734027,0.141,0.065,0.00214519283984973,"OPC","VPS13A"
"DDX46",9.43762000775888e-08,0.317167954221002,0.461,0.306,0.00217574891658873,"OPC","DDX46"
"RPS11.7",9.56884986538617e-08,-0.465769684046904,0.739,0.779,0.00220600264796613,"OPC","RPS11"
"MYL12A.2",9.77516104530597e-08,0.457310781338908,0.137,0.063,0.00225356562738484,"OPC","MYL12A"
"MRPL19.1",9.87549232163484e-08,0.368456143989244,0.173,0.085,0.0022766959998297,"OPC","MRPL19"
"DYNC1I2.4",9.92302334744077e-08,-0.681789670548425,0.451,0.541,0.002287653802519,"OPC","DYNC1I2"
"PLK2.10",1.03823367142188e-07,-0.990380934837678,0.16,0.28,0.00239354390609601,"OPC","PLK2"
"PBX1.5",1.07442462036056e-07,-0.873157629769487,0.212,0.337,0.00247697851977924,"OPC","PBX1"
"BICD2",1.09574118410096e-07,0.260999794165042,0.173,0.085,0.00252612172582636,"OPC","BICD2"
"LMO4.3",1.11299598835179e-07,0.256837305203661,0.389,0.249,0.00256590095154622,"OPC","LMO4"
"KIDINS220.9",1.13933087023292e-07,-0.699269680482469,0.52,0.577,0.00262661338823497,"OPC","KIDINS220"
"ENSG00000260664.8",1.1857337377243e-07,0.443169587221309,0.337,0.206,0.00273359055894959,"OPC","ENSG00000260664"
"RMDN1.1",1.19071545115662e-07,0.370145915166588,0.157,0.075,0.00274507540109647,"OPC","RMDN1"
"SUGT1.1",1.19250236199479e-07,0.349079367812534,0.284,0.168,0.00274919494534279,"OPC","SUGT1"
"MRPS33",1.1950745094068e-07,0.282904973916216,0.154,0.073,0.00275512477398644,"OPC","MRPS33"
"SMC6",1.19748141707266e-07,0.336944249162587,0.242,0.135,0.0027606736589193,"OPC","SMC6"
"TMEM170A.4",1.20936714171984e-07,0.339334848321277,0.131,0.059,0.00278807500852092,"OPC","TMEM170A"
"ETFRF1.1",1.21770948841619e-07,0.450387289322684,0.124,0.055,0.0028073074545947,"OPC","ETFRF1"
"BIRC5.3",1.24469991695577e-07,0.318066511387914,0.105,0.043,0.00286953118854984,"OPC","BIRC5"
"PGM2L1.8",1.33667274438925e-07,-0.776345456053484,0.075,0.193,0.00308156534491498,"OPC","PGM2L1"
"SUPT6H",1.35840823585883e-07,0.325707135576597,0.16,0.078,0.00313167434694894,"OPC","SUPT6H"
"TBC1D12.1",1.4084470491026e-07,0.400249470934678,0.137,0.063,0.00324703382700114,"OPC","TBC1D12"
"VPS13C.7",1.43574705424415e-07,0.315760125759513,0.359,0.222,0.00330997125885445,"OPC","VPS13C"
"TCF25.2",1.45037662304324e-07,0.267506853954044,0.444,0.289,0.00334369826676389,"OPC","TCF25"
"OAZ1.4",1.48265540514102e-07,0.339947623192052,0.448,0.299,0.0034181137710121,"OPC","OAZ1"
"RNF141.2",1.51320961567806e-07,0.278797755920511,0.121,0.052,0.00348855344798419,"OPC","RNF141"
"UQCR11",1.53194862890002e-07,0.313037484693351,0.425,0.278,0.0035317543690661,"OPC","UQCR11"
"SMC1A.3",1.54597196991192e-07,0.385033887218293,0.366,0.235,0.00356408377943494,"OPC","SMC1A"
"SEMA3A.8",1.67335453752066e-07,-0.833664602460563,0.046,0.151,0.00385775155080013,"OPC","SEMA3A"
"NUAK1.8",1.6940178539187e-07,-0.776725225025989,0.036,0.139,0.00390538876042418,"OPC","NUAK1"
"RPS13.7",1.71380499510557e-07,-0.429360024136245,0.739,0.774,0.00395100603571639,"OPC","RPS13"
"GPATCH2",1.72076630052594e-07,0.467763441577035,0.105,0.044,0.0039670546292325,"OPC","GPATCH2"
"OST4.2",1.75856288815287e-07,0.290266919996629,0.402,0.256,0.00405419088234764,"OPC","OST4"
"CYCS.8",1.79424173481337e-07,0.355924958469303,0.477,0.332,0.00413644489543875,"OPC","CYCS"
"REEP1.8",1.84970921301952e-07,-0.825235504117599,0.098,0.215,0.00426431961969521,"OPC","REEP1"
"TMEM258.2",1.87007616913193e-07,0.326758809444857,0.373,0.235,0.00431127360031675,"OPC","TMEM258"
"FKTN",1.88176381511392e-07,0.250855990785925,0.111,0.047,0.00433821829936363,"OPC","FKTN"
"CCNG2.2",1.92295606204031e-07,-0.827375937066127,0.092,0.208,0.00443318290542774,"OPC","CCNG2"
"ARL4C.9",1.96563753524423e-07,-0.982483485793006,0.131,0.248,0.00453158077375205,"OPC","ARL4C"
"SMARCD3.6",2.09001270076955e-07,-0.821271290716093,0.072,0.183,0.00481831528035412,"OPC","SMARCD3"
"SPIN1.2",2.19164178251717e-07,-0.836809190036653,0.147,0.267,0.00505261096541509,"OPC","SPIN1"
"RPL37.5",2.22956925345857e-07,-0.459514325464842,0.709,0.738,0.00514004895692338,"OPC","RPL37"
"FRMD4B.9",2.2321749953312e-07,-0.681757066299707,0.176,0.31,0.00514605623423654,"OPC","FRMD4B"
"ADD3.9",2.32361192133625e-07,0.267122644902515,0.225,0.123,0.00535685492344859,"OPC","ADD3"
"TIMP2.3",2.45971317948345e-07,0.363104893218356,0.154,0.074,0.00567062276398115,"OPC","TIMP2"
"VBP1.3",2.50481173511511e-07,0.452667151074317,0.327,0.209,0.00577459297413438,"OPC","VBP1"
"WBP11.5",2.52733284367525e-07,0.389354275186148,0.35,0.219,0.00582651313780893,"OPC","WBP11"
"IGF2BP3.3",2.58806129611152e-07,0.316126504842959,0.173,0.088,0.00596651651205551,"OPC","IGF2BP3"
"KIF5C.8",2.59701576792364e-07,-0.731822015838598,0.389,0.485,0.00598716015137115,"OPC","KIF5C"
"UBE2E1.3",2.62699544354042e-07,0.354794612742958,0.19,0.101,0.00605627529553809,"OPC","UBE2E1"
"TSPAN3.3",2.63399246809985e-07,0.392025715262947,0.294,0.177,0.00607240623595739,"OPC","TSPAN3"
"DIAPH1",2.66066345825756e-07,0.324755489898437,0.15,0.072,0.00613389353666697,"OPC","DIAPH1"
"NDUFAF3.1",2.68272396361422e-07,0.332521269599471,0.167,0.084,0.00618475182571621,"OPC","NDUFAF3"
"RHOBTB3.5",2.70591062069745e-07,0.391163785289317,0.346,0.224,0.0062382063449559,"OPC","RHOBTB3"
